Label,Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
21,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 21, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(56, 57, 0, 20, 20, 1)",259,1,"(65.4942084942085, 66.77992277992279, 0.0)","(65.4942084942085, 66.77992277992279, 0.0)",0.524628273,0,0,25.08840417,17,17,25.61249695,25.61249695,244.9166667,13.16208614,0.346082121,546.9956263,2.233394867,259,13996.6,36753.8,1.95E+11,7.804377593,13028,2.299386758,47119,7057.172493,26136.58687,26951,9490,37629,5270.722397,27472.31196,0.043812762,1.95E+11,0.004755445,71606750.81,576371.6697,3.59E+11,-23683435.95,383525.0183,50900.93503,0.763411519,170.6770004,7.239819358,19148.22153,0.022372149,0.00850056,0.979520729,0.904371851,-0.858598758,0.9999992,0.007542988,702.2219451,0.002140472,8.871117953,1,0.003694255,1404.44389,7.770327129,108606.4883,7.825650855,243.4942085,0.940132079,0.02993396,1.231660232,114562.861,559446.7104,1.092664093,562061.4826,0.030903824,0.007734527,0.976833977,558793.0174,0.001942203,1.220909357,0.004732161,113863.0012,561509.6098,1.011650529,561838.762,0.009702824,0.006795435,7.811082501,256.0116581,0.992278284,0.996138996,0.003860858,0.997087368,561427.3217,0.006068588,1.188235294,0.004659746,111688.7123,567779.7137,1.047058824,569107.6078,0.015700099,0.003933731,247.1254902,0.969119569,0.988235294,567447.7402,0.000992139,7.831570005,0.984555985,0.015440215,0.001118767,0.009229229,9180027.189,380.9234643,4574.010077
22,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 22, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(216, 59, 0, 19, 19, 1)",278,1,"(225.30935251798562, 68.63669064748201, 0.0)","(225.30935251798562, 68.63669064748201, 0.0)",0.976976998,0,0,19.07150299,19,19,20.1246118,20.1246118,264.1666667,18.63241974,0.341140611,583.627901,2.209316975,278,12977,38568,2.09E+11,7.627177999,13758.5,2.141396803,47506,7620.92578,25890.28058,25219,9797,37709,5727.234478,27447.26907,0.115665497,2.09E+11,0.005900316,83045950.96,541815.1647,4.92E+11,-1962272.949,478873.3141,28628.18019,0.88681339,125.6311096,6.993793217,12515.64557,0.049532167,0.033032339,0.988159235,0.927188518,-0.827456546,0.999998295,0.013466072,655.1736816,0.002114452,8.919767579,0.998188215,0.004887816,1310.347363,7.853315723,126875.3736,7.741172907,199.4964029,0.71761296,0.19522799,1.64028777,132882.869,549028.5252,1.604316547,744085.1223,0.003819697,0.003659517,0.872901679,505608.2048,0.003629169,1.559224509,0.00574165,131359.8861,554271.2384,1.076061054,580735.1021,0.003760031,0.003741611,7.670829528,259.8155541,0.956683038,0.976618705,0.027088421,0.983057705,549033.5664,0.003737012,1.339920949,0.00529613,127121.8258,569325.7984,1.328063241,681736.0158,0.004076163,0.003997728,213.9486166,0.845646706,0.935551164,547082.436,0.003982693,7.760603604,0.910071942,0.120670531,0.001167731,0.008644456,6965350.71,391.6813607,5980.351585
23,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 23, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(242, 60, 0, 14, 22, 1)",233,1,"(249.67811158798284, 70.2489270386266, 0.0)","(249.67811158798284, 70.2489270386266, 0.0)",0.638610825,0,0,21.9930444,14,22,22.36067977,22.36067977,219.1666667,14.04499623,0.357043177,492.356552,2.246493773,233,19627,46929.4,2.66E+11,7.512087003,14920,2.060365786,53532,8160.248411,32375.46352,30686,15339,38193,6215.515851,33787.83116,0.346879167,2.66E+11,0.00606016,93446896.19,609832.7515,5.93E+11,130425312.8,535347.5836,44738.32978,0.845778025,165.516753,7.097203618,16550.00348,0.03167799,0.016790575,0.981916979,0.907435201,-0.839256571,0.999998209,0.006766428,697.9666638,0.002487545,8.673057809,1,0.005307066,1395.933328,7.598542095,145021.4783,7.571204761,196.4334764,0.84306213,0.078468935,1.412017167,149525.184,615387.0901,1.25751073,725676,0.004313958,0.004306369,0.935622318,587814.8627,0.004304472,1.383411181,0.006000654,149877.7752,617462.8485,1.033160173,631641.9158,0.004354624,0.004353642,7.529816806,225.6508802,0.978562797,0.989270386,0.010718601,0.991709957,613918.0817,0.004353396,1.295964126,0.005811498,150988.3304,623777.157,1.134529148,681394.4574,0.004502123,0.004498158,203.896861,0.914335699,0.966367713,609372.8318,0.004497167,7.584466436,0.957081545,0.04283215,0.001185782,0.00925372,7593978.058,623.5770908,6530.475975
24,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 24, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(229, 75, 0, 15, 15, 1)",155,1,"(236.56129032258065, 82.00645161290322, 0.0)","(236.56129032258065, 82.00645161290322, 0.0)",0.666254778,0,0,17.22705639,14,14,17.49285568,17.49285568,144.6666667,11.47760864,0.402391052,331.1932366,2.28935417,155,19249,47710.8,1.71E+11,7.134188921,14897.5,2.275060184,53967,8324.142934,31603.86452,30134,15645,38322,6103.118118,33185.25967,0.477442836,1.71E+11,0.007367326,102457207,585124.1901,8.53E+11,200374384.9,615017.4404,40769.42244,0.875873124,161.2379705,6.679313407,13407.82981,0.026727753,0.011236595,0.983470245,0.909316372,-0.858063983,0.999997381,0.012000927,664.382257,0.003677459,8.092018241,1,0.00453205,1328.764514,7.052384387,163946.7157,7.134188921,147.2064516,0.949719043,0.025140479,1.141935484,163945.2637,573132.4645,1.077419355,605223.7548,0.006509431,0.006509244,0.980645161,565109.6419,0.006509197,1.135863378,0.007351715,164479.6108,573650.8304,1.009803922,577714.6785,0.006530532,0.006530508,7.135576887,153.5130719,0.99354949,0.996774194,0.003225255,0.99754902,572634.8684,0.006530502,1.117647059,0.007304883,166082.6521,575205.9281,1.039215686,591461.3203,0.006594395,0.0065943,149.0522876,0.974197958,0.990196078,571142.0801,0.006594276,7.139740784,0.987096774,0.012901021,0.001190361,0.011764347,5165401.382,1172.03078,8395.535163
25,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 25, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(250, 81, 0, 6, 15, 1)",68,1,"(252.94117647058823, 87.61764705882354, 0.0)","(252.94117647058823, 87.61764705882354, 0.0)",0.429215529,0,0,14.57955663,6,15,15,15,59.16666667,6.25777211,0.486628065,150.8939083,2.550319576,68,20003.8,32708.1,48820210531,5.999227547,6465.5,2.510207864,37039,3712.948097,26385.13235,26624.5,16863,20176,2624.46845,26794.48213,0.149364754,48820210531,0.01600346,21769063.23,180735.9392,30931288671,3291180.898,108267.1538,17909.47965,0.710163459,107.9665765,5.513162015,5532.657062,0.025844223,0.008194688,0.974672844,0.888195276,-0.853827896,0.999978188,0.004210053,397.6428029,0.009411965,6.742452225,1,0.011636956,795.2856057,5.700621381,31544.15837,5.999227547,64.11764706,0.942906574,0.028546713,1.088235294,34827.7394,180673.1029,1.088235294,198540.75,0.014728391,0.014727955,0.977941176,176206.1912,0.014727846,1.081101844,0.015956705,34940.12935,180591.6593,1.01119403,182858.4503,0.014782947,0.014782892,6.001017585,67.25746269,0.992648697,0.996323529,0.003675652,0.997201493,180024.9615,0.014782878,1.059701493,0.01581644,35277.29918,180347.3284,1.044776119,189414.4925,0.014947923,0.014947702,65.02985075,0.970594787,0.98880597,178080.5373,0.014947647,6.006387698,0.985294118,0.014702606,0.003557488,0.017708619,835051.5179,872.771255,2556.737218
26,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 26, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(227, 92, 0, 14, 13, 1)",147,1,"(233.26530612244898, 98.04081632653062, 0.0)","(233.26530612244898, 98.04081632653062, 0.0)",0.864952532,0,0,14.80923757,13,13,15.8113883,15.8113883,136.1666667,12.80928754,0.408309599,313.4789658,2.302171107,147,19606.4,65431,3.32E+11,6.188612959,35133.5,1.557288144,65439,15522.68721,44224.65986,44924,14246,51193,13540.13333,47514.60423,-0.128914277,3.32E+11,0.038085983,301817075.4,2024056.057,4.69E+12,-575216993.2,1687928.588,131020.8578,0.85504352,262.0795541,6.144700201,57762.70202,0.185818935,0.178101851,0.971810812,0.896157762,-0.801095768,0.999965673,0.032458087,1278.494454,0.021509423,7.202152646,1,0.128746915,2556.988907,6.340062094,454737.3614,6.745448536,88.30612245,0.600721921,5.020408163,5.598639456,482882.6717,1924107.422,9.612244898,38075800.67,0.006816991,0.00681494,0.777969917,992170.3973,0.006814887,1.691132567,0.013371319,422618.8012,1543775.399,1.842411971,5079992.4,0.007955185,0.007954984,6.819287884,107.6250593,0.85457347,0.857142857,0.479111171,0.93468153,1269614.334,0.007954969,1.034782609,0.00899811,361327.206,1291545.522,7.12173913,26990211.12,0.008712663,0.008711205,111.0521739,0.965671078,0.982729962,1219074.165,0.0087112,6.810707442,0.782312925,5.48778828,0.003398217,0.001812723,12552472.98,8829.04639,11982.32202
27,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 27, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(88, 95, 0, 20, 18, 1)",274,1,"(96.96350364963503, 103.76277372262774, 0.0)","(96.96350364963503, 103.76277372262774, 0.0)",0.799258869,0,0,20.97341324,20,18,21.54065923,21.54065923,260.4166667,16.76318655,0.342657986,575.5315246,2.210041055,274,13982.4,37344.1,1.91E+11,7.858945313,11327,3.024242598,50725,7096.586313,24868.31022,23742.5,9369,41356,4885.747496,26419.40732,0.659035965,1.91E+11,0.004555384,79552230.15,530795.2115,6.19E+11,208115589.4,455578.2417,36326.6741,0.851833488,145.4452062,7.184192333,14410.0087,0.035959715,0.02121993,0.987431403,0.923188538,-0.859262421,0.999999296,0.011629279,652.6380827,0.00205084,8.944178409,1,0.004957785,1305.276165,7.858164414,122976.229,7.879053981,221.9343066,0.809979221,0.104800469,1.248175182,127278.6683,513227.9635,1.335766423,604813.0584,0.00379836,0.003708524,0.920113544,490471.9818,0.003686183,1.219964409,0.004513996,127065.7864,516499.1107,1.043850153,528301.1434,0.003767989,0.003756682,7.866850106,263.3981273,0.974419962,0.986313869,0.015536665,0.990070093,513584.3274,0.003753885,1.131274131,0.004367854,126310.422,526847.9073,1.181467181,575426.1081,0.003955132,0.003907501,232.4131274,0.897347982,0.958923209,514851.7741,0.003895717,7.893256164,0.945255474,0.062282912,0.000972568,0.011286046,7915880.922,307.5515919,6449.277515
28,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 28, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(226, 105, 0, 13, 13, 1)",137,1,"(231.92700729927006, 110.33576642335767, 0.0)","(231.92700729927006, 110.33576642335767, 0.0)",0.927789879,0,0,13.75338355,13,13,14.86606875,14.86606875,126.6666667,12.76025006,0.416782707,292.6505386,2.310398989,137,20847.8,46470.8,1.66E+11,6.937448141,14755,2.453648581,58219,8440.573392,33213.55474,32897,13984,44235,6136.41579,34773.4446,0.319859981,1.66E+11,0.008471416,106052230.2,751508.4478,8.66E+11,165463889.7,589228.0059,45369.74914,0.856644826,171.363635,6.590937313,15400.96409,0.024846102,0.010713922,0.986070493,0.915428287,-0.85359054,0.999996076,0.006277634,784.4951612,0.004226203,7.894109005,1,0.005161102,1568.990322,6.883545243,158649.4387,6.937448141,125.5255474,0.916244872,0.041877564,1.160583942,169666.2911,762611.2555,1.131386861,869404.8175,0.007316754,0.007316549,0.967153285,735912.865,0.007316498,1.150288702,0.008442,170271.537,762330.2494,1.016791045,775978.3073,0.007357517,0.007357491,6.939757657,134.7835821,0.989056583,0.994525547,0.005471709,0.995802239,758918.235,0.007357485,1.119402985,0.008353754,172087.2745,761487.2313,1.067164179,816079.4627,0.007480422,0.007480318,128.1343284,0.956226331,0.983208955,747839.1735,0.007480291,6.946686205,0.97810219,0.021886834,0.001424504,0.010939363,5181454.577,1667.034894,8227.267079
29,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 29, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(42, 118, 0, 11, 10, 1)",82,1,"(47.53658536585366, 122.6829268292683, 0.0)","(47.53658536585366, 122.6829268292683, 0.0)",0.881452619,0,0,10.99106118,10,10,12.20655562,12.20655562,73.91666667,9.688099658,0.476891188,178.6047793,2.416299157,82,14807.7,28536.9,37246908547,6.028045297,9937.5,1.922282391,32485,4873.857823,20566.52439,19217,11487,20998,3762.532715,21312.68618,0.359600498,37246908547,0.016954194,31248666.54,185873.1138,57037004276,22630729.39,174325.0142,20882.55975,0.786711685,110.1999022,5.610856454,8436.584694,0.061777463,0.045256935,0.973339257,0.891826077,-0.82411354,0.999973407,0.018076522,384.0422802,0.007913016,7.029048017,1,0.016227632,768.0845605,6.034772857,48801.89348,6.162430053,54.02439024,0.658834027,0.257584771,1.390243902,49995.34206,182651.1951,1.804878049,315300.439,0.012409307,0.012297892,0.839430894,156070.4695,0.012278395,1.30208965,0.016336563,49472.09313,183191.1689,1.115423643,203466.7851,0.012723661,0.012710583,6.07087388,75.77329613,0.949617386,0.969512195,0.043768901,0.978754439,179964.1218,0.012707397,1.055555556,0.014660494,47777.91358,185089.3333,1.5,267371.8333,0.01405965,0.013987639,59.02777778,0.819830247,0.921296296,172014.4028,0.013979155,6.142147224,0.87804878,0.202932099,0.004380102,0.01261688,1196079.535,1270.670613,2723.182968
30,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 30, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(138, 121, 0, 23, 20, 1)",286,1,"(149.1888111888112, 128.47202797202797, 0.0)","(149.1888111888112, 128.47202797202797, 0.0)",0.754657883,0,0,22.87257039,23,20,23.32380758,23.32380758,271.1666667,17.26096555,0.335881625,603.1917787,2.224431882,286,17024.5,38781.5,2.57E+11,7.911551232,10500,2.582694124,46699,6671.270331,28831.34965,30109.5,6627,40072,4791.389812,29974.45364,-0.443900421,2.57E+11,0.004425644,67221148.38,929766.0102,2.99E+11,-88976581.73,331455.8062,44594.46617,0.759388521,163.9324249,7.373418174,16686.62422,0.024385803,0.009302492,0.983593578,0.912012275,-0.853387578,0.999999265,0.009577481,926.2596239,0.001925172,9.022554083,0.999641161,0.00238803,1852.519248,7.929628552,94012.5681,7.921183706,270.4475524,0.945620813,0.027189594,1.265734266,107563.2134,897536.1119,1.083916084,978268.5664,0.003504827,0.003504739,0.979020979,877352.9983,0.003504716,1.257811338,0.004413243,107900.9724,897307.2976,1.010638298,907541.997,0.003517174,0.003517163,7.915125143,283.0283688,0.9930084,0.996503497,0.0034958,0.997340426,894748.6227,0.00351716,1.234042553,0.004376037,108914.2492,896620.8546,1.042553191,937559.6525,0.003554481,0.003554436,274.1134752,0.9720336,0.989361702,886386.1551,0.003554425,7.925846875,0.986013986,0.0139832,0.000776122,0.01038426,9156654.62,274.7863911,4861.361808
